n,s,t,ex(n;Kst),count,last_ops,structures
11,3,8,48,2,product,"P(1,1,S(1,P(1,1,1)),S(1,P(1,1,1,1)));P(S(1,1),S(1,1),S(1,1),S(1,P(1,1,1,1)))"
11,3,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,3,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,3,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,3,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,4,4,39,1,product,"P(1,1,1,S(P(1,1,1,1),P(1,1,1,1)))"
11,4,5,40,1,product,"P(1,1,1,S(P(1,1,1),P(1,1,1,1,1)))"
11,4,6,43,1,product,"P(1,1,1,S(P(1,1),P(1,1,1,1,1,1)))"
11,4,7,48,2,product,"P(1,1,1,S(1,P(1,1,1,1,1,1,1)));P(S(1,1),S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)))"
11,4,8,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,4,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,4,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,4,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,4,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,5,45,1,product,"P(1,1,1,1,S(P(1,1),P(1,1,1,1,1)))"
11,5,6,49,1,product,"P(1,1,1,1,S(1,P(1,1,1,1,1,1)))"
11,5,7,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,8,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,5,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,6,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,7,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,8,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,6,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,7,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,8,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,7,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,8,8,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,8,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,8,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,8,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,8,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,9,9,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,9,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,9,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,9,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,10,10,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,10,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,10,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,11,11,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,11,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
11,12,12,55,1,product,"P(1,1,1,1,1,1,1,1,1,1,1)"
12,1,1,0,1,sum,"S(1,1,1,1,1,1,1,1,1,1,1,1)"
12,1,2,6,1,sum,"S(P(1,1),P(1,1),P(1,1),P(1,1),P(1,1),P(1,1))"
12,1,3,12,2,sum,"S(P(1,1,1),P(1,1,1),P(1,1,1),P(1,1,1));S(P(S(1,1),S(1,1)),P(S(1,1),S(1,1)),P(S(1,1),S(1,1)))"
12,1,4,18,2,sum,"S(P(1,1,1,1),P(1,1,1,1),P(1,1,1,1));S(P(S(1,1,1),S(1,1,1)),P(S(1,1,1),S(1,1,1)))"
12,1,5,24,2,sum,"S(P(S(1,1),S(1,1),S(1,1)),P(S(1,1),S(1,1),S(1,1)));S(P(1,1,1,1,1),P(S(1,1,1),S(P(1,1),P(1,1))))"
12,1,6,30,1,sum,"S(P(1,1,1,1,1,1),P(1,1,1,1,1,1))"
12,1,7,36,1,product,"P(S(1,1,1,1,1,1),S(1,1,1,1,1,1))"
12,1,8,42,2,product,"P(S(1,1,1,1,1),S(P(1,1,1),P(S(1,1),S(1,1))));P(S(P(1,1),P(1,1),P(1,1)),S(P(1,1),P(1,1),P(1,1)))"
12,1,9,48,2,product,"P(S(1,1,1,1),S(1,1,1,1),S(1,1,1,1));P(S(P(1,1,1),P(1,1,1)),S(P(1,1,1),P(1,1,1)))"
12,1,10,54,2,product,"P(S(1,1,1),S(1,1,1),S(1,1,1),S(1,1,1));P(S(P(1,1),P(1,1)),S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
12,1,11,60,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1),S(1,1),S(1,1))"
12,1,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,2,2,16,1,product,"P(1,S(1,P(1,1),P(1,1),P(1,1),P(1,1),P(1,1)))"
12,2,3,21,1,product,"P(1,S(P(1,1),P(1,1,1),P(1,1,1),P(1,1,1)))"
12,2,4,26,1,product,"P(1,S(P(1,1,1),P(1,1,1,1),P(1,1,1,1)))"
12,2,5,32,1,product,"P(1,S(P(1,1,1,1,1),P(S(1,P(1,1)),S(1,P(1,1)))))"
12,2,6,36,1,product,"P(1,S(P(1,1,1,1,1),P(1,1,1,1,1,1)))"
12,2,7,42,1,product,"P(S(P(1,1),P(1,1),P(1,1)),S(P(1,1),P(1,1),P(1,1)))"
12,2,8,49,1,product,"P(1,S(1,P(1,1),P(1,1)),S(P(1,1,1),P(1,1,1)))"
12,2,9,54,1,product,"P(S(P(1,1),P(1,1)),S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
12,2,10,58,3,product,"P(1,S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1,1,1)));P(1,S(1,P(1,1)),S(1,P(1,1,1)),S(1,P(1,1,1)));P(S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)))"
12,2,11,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,2,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,3,3,30,2,product,"P(1,1,S(1,P(1,1,1),P(1,1,1),P(1,1,1)));P(S(1,1),S(P(1,1,1),P(1,1,1),P(S(1,1),S(1,1))))"
12,3,4,34,1,product,"P(1,1,S(P(1,1),P(1,1,1,1),P(1,1,1,1)))"
12,3,5,41,1,product,"P(1,1,S(P(1,1,1,1,1),P(1,1,1,1,1)))"
12,3,6,42,1,product,"P(1,1,S(P(1,1,1,1),P(1,1,1,1,1,1)))"
12,3,7,48,1,product,"P(S(P(1,1,1),P(1,1,1)),S(P(1,1,1),P(1,1,1)))"
12,3,8,54,1,product,"P(1,1,S(P(1,1),P(1,1,1)),S(P(1,1),P(1,1,1)))"
12,3,9,60,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1),S(1,1),S(1,1))"
12,3,10,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,3,11,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,3,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,4,4,42,1,product,"P(1,1,1,S(1,P(1,1,1,1),P(1,1,1,1)))"
12,4,5,46,1,product,"P(1,1,1,S(P(1,1,1,1),P(1,1,1,1,1)))"
12,4,6,48,1,product,"P(1,1,1,S(P(1,1,1),P(1,1,1,1,1,1)))"
12,4,7,54,1,product,"P(S(1,1,1),S(1,1,1),S(1,1,1),S(1,1,1))"
12,4,8,58,3,product,"P(1,1,1,S(1,P(1,1,1,1,1,1,1,1)));P(1,1,S(1,P(1,1,1,1)),S(1,P(1,1,1,1)));P(S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)))"
12,4,9,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,4,10,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,4,11,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,4,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,5,5,51,1,product,"P(1,1,1,1,S(P(1,1,1),P(1,1,1,1,1)))"
12,5,6,54,2,product,"P(1,1,1,1,S(P(1,1),P(1,1,1,1,1,1)));P(S(P(1,1),P(1,1)),S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
12,5,7,60,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1),S(1,1),S(1,1))"
12,5,8,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,5,9,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,5,10,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,5,11,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,5,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,6,6,60,1,product,"P(1,1,1,1,1,S(1,P(1,1,1,1,1,1)))"
12,6,7,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,6,8,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,6,9,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,6,10,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,6,11,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,6,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,7,7,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,7,8,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,7,9,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,7,10,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,7,11,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,7,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,8,8,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,8,9,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,8,10,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,8,11,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,8,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,9,9,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,9,10,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,9,11,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,9,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,10,10,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,10,11,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,10,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,11,11,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,11,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
12,12,12,66,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1)"
13,1,1,0,1,sum,"S(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,1,2,6,1,sum,"S(1,P(1,1),P(1,1),P(1,1),P(1,1),P(1,1),P(1,1))"
13,1,3,13,1,sum,"S(P(1,1,1),P(1,1,1),P(1,1,1),P(S(1,1),S(1,1)))"
13,1,4,19,1,sum,"S(P(1,1,1,1),P(1,1,1,1),P(S(1,1),S(1,P(1,1))))"
13,1,5,26,2,sum,"S(P(S(1,1),S(1,1),S(1,1)),P(S(1,1,1),S(P(1,1),P(1,1))));S(P(1,1,1,1,1),P(S(1,1,1,1),S(1,1,1,1)))"
13,1,6,32,1,sum,"S(P(1,1,1,1,1,1),P(S(1,1),S(1,1),S(1,P(1,1))))"
13,1,7,36,2,sum,"S(P(1,1,1,1,1,1),P(1,1,1,1,1,1,1));S(1,P(S(1,1,1,1,1,1),S(1,1,1,1,1,1)))"
13,1,8,45,1,product,"P(S(1,1,1,1,1,1),S(1,P(1,1),P(1,1),P(1,1)))"
13,1,9,52,2,product,"P(S(1,1,1,1,1),S(P(1,1,1,1),P(1,1,1,1)));P(S(P(1,1),P(1,1),P(1,1)),S(P(1,1,1),P(S(1,1),S(1,1))))"
13,1,10,58,1,product,"P(S(1,1,1,1),S(1,1,1,1),S(1,P(1,1),P(1,1)))"
13,1,11,65,1,product,"P(S(1,1,1),S(1,1,1),S(1,1,1),S(P(1,1),P(1,1)))"
13,1,12,71,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1),S(1,1),S(1,P(1,1)))"
13,2,2,18,1,product,"P(1,S(P(1,1),P(1,1),P(1,1),P(1,1),P(1,1),P(1,1)))"
13,2,3,24,1,product,"P(1,S(P(1,1,1),P(1,1,1),P(1,1,1),P(1,1,1)))"
13,2,4,30,1,product,"P(1,S(P(1,1,1,1),P(1,1,1,1),P(1,1,1,1)))"
13,2,5,34,1,product,"P(1,S(P(S(1,P(1,1)),S(1,P(1,1))),P(S(1,P(1,1)),S(1,P(1,1)))))"
13,2,6,42,1,product,"P(1,S(P(1,1,1,1,1,1),P(1,1,1,1,1,1)))"
13,2,7,43,1,product,"P(1,S(P(1,1,1,1,1),P(1,1,1,1,1,1,1)))"
13,2,8,54,1,product,"P(1,S(P(1,1),P(1,1),P(1,1)),S(P(1,1),P(1,1),P(1,1)))"
13,2,9,60,1,product,"P(1,S(P(1,1,1),P(1,1,1)),S(P(1,1,1),P(1,1,1)))"
13,2,10,66,1,product,"P(1,S(P(1,1),P(1,1)),S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
13,2,11,70,1,product,"P(1,S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)))"
13,2,12,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,3,3,33,2,product,"P(1,1,S(P(1,1),P(1,1,1),P(1,1,1),P(1,1,1)));P(S(1,1),S(P(1,1,1),P(S(1,1),S(1,1)),P(S(1,1),S(1,1))))"
13,3,4,38,1,product,"P(1,1,S(P(1,1,1),P(1,1,1,1),P(1,1,1,1)))"
13,3,5,44,1,product,"P(S(1,1),S(P(1,1,1,1,1),P(S(1,1),S(1,1),S(1,1))))"
13,3,6,48,1,product,"P(1,1,S(P(1,1,1,1,1),P(1,1,1,1,1,1)))"
13,3,7,50,1,product,"P(1,1,S(P(1,1,1,1),P(1,1,1,1,1,1,1)))"
13,3,8,60,1,product,"P(1,S(P(1,1,1),P(1,1,1)),S(P(1,1,1),P(1,1,1)))"
13,3,9,64,1,product,"P(1,1,S(P(1,1),P(1,1,1)),S(P(1,1),P(1,1,1,1)))"
13,3,10,70,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1),S(1,P(1,1,1,1)))"
13,3,11,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,3,12,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,4,4,46,1,product,"P(1,1,1,S(P(1,1),P(1,1,1,1),P(1,1,1,1)))"
13,4,5,53,1,product,"P(1,1,1,S(P(1,1,1,1,1),P(1,1,1,1,1)))"
13,4,6,54,1,product,"P(1,1,1,S(P(1,1,1,1),P(1,1,1,1,1,1)))"
13,4,7,57,2,product,"P(1,1,1,S(P(1,1,1),P(1,1,1,1,1,1,1)));P(S(1,1,1),S(1,P(S(1,1,1),S(1,1,1),S(1,1,1))))"
13,4,8,62,4,product,"P(1,1,1,S(P(1,1),P(1,1,1,1,1,1,1,1)));P(1,S(P(1,1),P(1,1,1,1)),S(P(1,1),P(1,1,1,1)));P(S(1,1,1),S(1,1,1),S(P(1,1),P(1,1,1,1,1)));P(S(1,1,1),S(1,1,1),S(1,P(S(1,P(1,1)),S(1,P(1,1)))))"
13,4,9,70,1,product,"P(1,1,1,S(1,P(1,1,1,1)),S(1,P(1,1,1,1)))"
13,4,10,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,4,11,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,4,12,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,5,5,58,1,product,"P(1,1,1,1,S(P(1,1,1,1),P(1,1,1,1,1)))"
13,5,6,60,1,product,"P(1,1,1,1,S(P(1,1,1),P(1,1,1,1,1,1)))"
13,5,7,64,2,product,"P(1,1,1,1,S(P(1,1),P(1,1,1,1,1,1,1)));P(S(1,1),S(1,1),S(1,P(S(1,1),S(1,1),S(1,1),S(1,1))))"
13,5,8,70,2,product,"P(1,1,1,1,S(1,P(1,1,1,1,1,1,1,1)));P(1,S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)))"
13,5,9,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,5,10,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,5,11,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,5,12,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,6,6,66,2,product,"P(1,1,1,1,1,S(P(1,1),P(1,1,1,1,1,1)));P(1,S(P(1,1),P(1,1)),S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
13,6,7,71,1,product,"P(1,1,1,1,1,S(1,P(1,1,1,1,1,1,1)))"
13,6,8,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,6,9,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,6,10,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,6,11,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,6,12,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,7,7,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,7,8,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,7,9,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,7,10,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,7,11,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,7,12,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,8,8,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,8,9,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,8,10,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,8,11,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,8,12,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,9,9,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,9,10,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,9,11,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,9,12,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,10,10,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,10,11,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,10,12,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,11,11,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,11,12,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
13,12,12,78,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1)"
14,1,1,0,1,sum,"S(1,1,1,1,1,1,1,1,1,1,1,1,1,1)"
14,1,2,7,1,sum,"S(P(1,1),P(1,1),P(1,1),P(1,1),P(1,1),P(1,1),P(1,1))"
14,1,3,14,1,sum,"S(P(1,1,1),P(1,1,1),P(S(1,1),S(1,1)),P(S(1,1),S(1,1)))"
14,1,4,21,1,sum,"S(P(1,1,1,1),P(1,1,1,1),P(S(1,1,1),S(1,1,1)))"
14,1,5,28,2,sum,"S(P(S(1,1,1),S(P(1,1),P(1,1))),P(S(1,1,1),S(P(1,1),P(1,1))));S(P(S(1,1),S(1,1),S(1,1)),P(S(1,1,1,1),S(1,1,1,1)))"
14,1,6,35,1,sum,"S(P(1,1,1,1,1,1),P(S(P(1,1),P(1,1)),S(P(1,1),P(1,1))))"
14,1,7,42,1,sum,"S(P(1,1,1,1,1,1,1),P(1,1,1,1,1,1,1))"
14,1,8,49,1,product,"P(S(1,1,1,1,1,1,1),S(1,1,1,1,1,1,1))"
14,1,9,56,1,product,"P(S(1,1,1,1,1,1),S(P(S(1,1),S(1,1)),P(S(1,1),S(1,1))))"
14,1,10,63,2,product,"P(S(P(1,1),P(1,1),P(1,1)),S(P(1,1,1,1),P(1,1,1,1)));P(S(P(1,1,1),P(S(1,1),S(1,1))),S(P(1,1,1),P(S(1,1),S(1,1))))"
14,1,11,70,1,product,"P(S(1,1,1,1),S(1,1,1,1),S(P(1,1,1),P(1,1,1)))"
14,1,12,77,1,product,"P(S(1,1,1),S(1,1,1),S(P(1,1),P(1,1)),S(P(1,1),P(1,1)))"
14,2,2,19,1,product,"P(1,S(1,P(1,1),P(1,1),P(1,1),P(1,1),P(1,1),P(1,1)))"
14,2,3,25,1,product,"P(1,S(1,P(1,1,1),P(1,1,1),P(1,1,1),P(1,1,1)))"
14,2,4,31,1,product,"P(1,S(1,P(1,1,1,1),P(1,1,1,1),P(1,1,1,1)))"
14,2,5,36,1,product,"P(1,S(P(1,1,1),P(1,1,1,1,1),P(1,1,1,1,1)))"
14,2,6,44,1,product,"P(1,S(P(1,1,1,1,1,1),P(S(1,P(1,1)),S(1,P(1,1,1)))))"
14,2,7,49,1,product,"P(1,S(P(1,1,1,1,1,1),P(1,1,1,1,1,1,1)))"
14,2,8,55,2,product,"P(1,S(1,P(S(P(1,1),P(1,1),P(1,1)),S(P(1,1),P(1,1),P(1,1)))));P(S(1,P(1,1),P(1,1),P(1,1)),S(1,P(1,1),P(1,1),P(1,1)))"
14,2,9,64,1,product,"P(1,S(P(1,1),P(1,1),P(1,1)),S(1,P(1,1,1),P(1,1,1)))"
14,2,10,70,1,product,"P(1,S(P(1,1,1),P(1,1,1)),S(P(1,1,1),P(1,1,1,1)))"
14,2,11,77,1,product,"P(1,S(P(1,1),P(1,1)),S(P(1,1),P(1,1)),S(P(1,1),P(1,1,1)))"
14,2,12,82,1,product,"P(1,S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1)),S(1,P(1,1,1)))"
14,3,3,37,1,product,"P(1,1,S(P(1,1,1),P(1,1,1),P(1,1,1),P(1,1,1)))"
14,3,4,43,1,product,"P(1,1,S(P(1,1,1,1),P(1,1,1,1),P(1,1,1,1)))"
14,3,5,48,1,product,"P(S(1,1),S(P(S(1,1),S(1,1),S(1,1)),P(S(1,1),S(1,1),S(1,1))))"
14,3,6,55,1,product,"P(1,1,S(P(1,1,1,1,1,1),P(1,1,1,1,1,1)))"
14,3,7,56,1,product,"P(1,1,S(P(1,1,1,1,1),P(1,1,1,1,1,1,1)))"
14,3,8,63,1,product,"P(S(P(1,1,1),P(S(1,1),S(1,1))),S(P(1,1,1),P(S(1,1),S(1,1))))"
14,3,9,73,1,product,"P(1,1,S(P(1,1,1),P(1,1,1)),S(P(1,1,1),P(1,1,1)))"
14,3,10,75,4,product,"P(1,1,S(P(1,1),P(1,1,1)),S(P(1,1),P(1,1,1,1,1)));P(1,1,S(P(1,1),P(1,1,1,1)),S(P(1,1),P(1,1,1,1)));P(S(1,1),S(P(1,1),P(1,1,1)),S(1,P(S(1,1),S(1,1),S(1,1))));P(S(1,1),S(1,P(S(1,1),S(1,1))),S(1,P(S(1,1),S(1,1),S(1,1))))"
14,3,11,84,1,product,"P(S(1,1),S(1,1),S(1,1),S(1,1),S(1,1),S(1,1),S(1,1))"
14,3,12,91,1,product,"P(1,1,1,1,1,1,1,1,1,1,1,1,1,1)"
